timestamp,open,high,low,close,volume
2025-11-19 13:00:00,91270.65,91808.72,91186.34,91755.31,367.88533
2025-11-19 13:15:00,91755.32,92028.92,91728.49,91863.64,386.00602
2025-11-19 13:30:00,91863.64,91906.0,91677.99,91795.73,155.14833
2025-11-19 13:45:00,91795.74,91950.0,91617.94,91923.78,212.02846
2025-11-19 14:00:00,91923.79,91923.79,91494.0,91600.0,178.57718
2025-11-19 14:15:00,91599.99,91599.99,91287.34,91470.44,258.07695
2025-11-19 14:30:00,91470.44,91500.0,91072.41,91349.76,267.96906
2025-11-19 14:45:00,91349.77,91405.84,91111.05,91292.81,190.63528
2025-11-19 15:00:00,91292.81,91499.21,91292.81,91452.07,137.0976
2025-11-19 15:15:00,91452.06,91513.72,91273.86,91513.72,144.51984
2025-11-19 15:30:00,91513.72,91700.55,91484.42,91520.0,148.33052
2025-11-19 15:45:00,91520.01,91604.82,91350.0,91500.01,204.21777
2025-11-19 16:00:00,91500.01,91511.89,91400.0,91495.85,75.42938
2025-11-19 16:15:00,91495.86,91495.86,91225.98,91314.75,152.52238
2025-11-19 16:30:00,91314.74,91642.19,91312.0,91642.19,83.16142
2025-11-19 16:45:00,91642.18,91782.04,91550.39,91550.4,176.94038
2025-11-19 17:00:00,91550.4,91620.0,91471.02,91579.49,64.73366
2025-11-19 17:15:00,91579.49,91595.96,91334.18,91410.22,91.47418
2025-11-19 17:30:00,91410.23,91597.15,91338.13,91427.52,80.63005
2025-11-19 17:45:00,91427.52,91461.52,91220.0,91362.84,133.02614
2025-11-19 18:00:00,91362.84,91514.9,91309.44,91463.29,72.07731
2025-11-19 18:15:00,91463.28,91879.85,91432.35,91780.0,318.57675
2025-11-19 18:30:00,91780.0,91799.99,91550.39,91609.2,86.68403
2025-11-19 18:45:00,91609.19,91798.25,91581.6,91789.75,117.45287
2025-11-19 19:00:00,91789.76,91900.0,91350.29,91488.61,269.88535
2025-11-19 19:15:00,91488.61,91542.0,91228.82,91405.02,254.05265
2025-11-19 19:30:00,91405.02,91533.13,91148.0,91485.9,185.63772
2025-11-19 19:45:00,91485.9,91509.38,91037.5,91121.93,296.48481
2025-11-19 20:00:00,91121.94,91857.3,91105.77,91784.04,524.41537
2025-11-19 20:15:00,91784.03,91854.27,91500.0,91713.44,382.84546
2025-11-19 20:30:00,91713.45,92335.55,91695.55,92035.89,701.80007
2025-11-19 20:45:00,92035.89,92384.61,91127.47,91235.13,630.36885
2025-11-19 21:00:00,91235.14,91252.61,90568.17,90696.85,627.63656
2025-11-19 21:15:00,90696.88,91109.13,89880.0,89951.7,1332.51798
2025-11-19 21:30:00,89951.7,90228.81,89900.05,90124.4,588.63983
2025-11-19 21:45:00,90124.4,90232.56,89600.0,89696.37,649.19586
2025-11-19 22:00:00,89696.36,89862.85,89453.88,89712.15,789.36032
2025-11-19 22:15:00,89712.15,89933.44,89465.05,89905.78,389.92211
2025-11-19 22:30:00,89905.77,90133.33,89339.0,89360.01,580.04648
2025-11-19 22:45:00,89360.01,89651.57,89312.99,89527.7,454.54165
2025-11-19 23:00:00,89527.69,89577.47,88889.0,89328.63,1168.60918
2025-11-19 23:15:00,89328.63,89559.89,89074.04,89500.01,446.30136
2025-11-19 23:30:00,89500.0,89744.51,89316.0,89658.6,421.84707
2025-11-19 23:45:00,89658.6,89723.13,88850.0,89068.26,695.49425
2025-11-20 00:00:00,89068.26,89309.09,88880.0,88906.92,493.01029
2025-11-20 00:15:00,88906.92,89297.18,88792.0,89237.83,605.82733
2025-11-20 00:30:00,89237.82,89384.27,89007.24,89155.44,400.98557
2025-11-20 00:45:00,89155.43,89215.79,88854.0,88954.2,298.29693
2025-11-20 01:00:00,88954.2,89026.09,88680.0,88723.33,445.07498
2025-11-20 01:15:00,88723.33,89100.0,88630.71,88884.56,360.04164
2025-11-20 01:30:00,88884.56,88928.63,88608.0,88721.3,319.55358
2025-11-20 01:45:00,88721.3,89396.23,88721.29,89396.23,344.64733
2025-11-20 02:00:00,89396.23,89516.93,89110.4,89196.47,241.94709
2025-11-20 02:15:00,89196.47,89704.39,89087.06,89516.91,515.63791
2025-11-20 02:30:00,89516.91,89935.54,89450.01,89694.17,563.32244
2025-11-20 02:45:00,89694.17,90850.0,89685.5,90118.0,864.94526
2025-11-20 03:00:00,90118.0,90636.17,90063.09,90510.49,821.42595
2025-11-20 03:15:00,90510.5,90765.75,90405.51,90600.68,640.59691
2025-11-20 03:30:00,90600.67,90628.01,90344.49,90344.5,354.89664
2025-11-20 03:45:00,90344.5,90635.58,90101.14,90594.86,221.08508
